,ccode,date,raceref,course,raceclass,n_dist,going,horseno,drawing,jockey,wt_carried,netadj,blinker,trainer,rating,odd_fn,weights,runners,latest_sr,purse,ctry,color_e,sex,foaldate,rank
2119,505,41595,33171,8,0,1600,2,2,1,16,123,0,37,19,125,19,1244,9,127,3500000,3,3,1,39830,1
2120,507,41595,33171,8,0,1600,2,8,2,10,123,0,9,15,114,44,1116,9,124,3500000,6,2,1,39901,7
2121,502,41595,33171,8,0,1600,2,4,8,20,123,0,9,20,123,100,1091,9,124,3500000,3,3,1,39170,2
2122,29,41595,33172,8,0,1200,2,10,6,9,123,0,9,15,105,990,1081,12,121,3500000,6,3,1,38830,5
2123,747,41595,33172,8,0,1200,2,4,3,21,123,0,1,16,117,29,1046,12,121,3500000,2,1,1,39718,2
2124,680,41595,33172,8,0,1200,2,12,7,12,123,0,1,9,88,990,1105,12,111,3500000,5,2,3,39699,12
2125,201,41595,33172,8,0,1200,2,11,11,18,123,0,9,15,98,360,1133,12,119,3500000,2,2,1,40142,7
2126,495,41595,33172,8,0,1200,2,1,1,16,128,0,1,18,121,190,1193,12,121,3500000,2,2,1,39323,3
2127,499,41595,33172,8,0,1200,2,3,12,5,123,0,1,16,117,61,1113,12,122,3500000,6,2,1,39938,8
2128,497,41595,33172,8,0,1200,2,8,8,3,123,0,45,16,111,90,1064,12,123,3500000,3,2,1,39882,1
2129,880,41595,33172,8,0,1200,2,2,9,20,123,0,113,23,121,240,1120,12,0,3500000,2,2,1,39318,10
2130,783,41595,33172,8,0,1200,2,6,5,22,123,0,9,9,114,26,1144,12,119,3500000,2,2,1,40030,6
2131,496,41595,33172,8,0,1200,2,7,2,6,123,0,13,16,113,990,1142,12,0,3500000,2,2,1,39339,11
2132,25,41595,33172,8,0,1200,2,9,4,23,123,0,9,15,108,470,1097,12,119,3500000,2,2,1,39704,9
2133,23,41595,33172,8,0,1200,2,5,10,4,123,0,7,14,116,160,1071,12,121,3500000,5,3,1,38640,4
2134,743,41595,33173,8,3,1400,2,5,11,16,125,0,22,19,72,70,1142,14,112,1000000,1,2,1,40066,2
2135,466,41595,33173,8,3,1400,2,9,6,2,122,0,219,17,69,520,1100,14,111,1000000,2,2,1,40082,5
2136,881,41595,33173,8,3,1400,2,8,4,21,123,0,1,16,70,37,1120,14,113,1000000,2,3,1,40059,3
2137,245,41595,33173,8,3,1400,2,7,12,17,124,0,64,14,71,730,982,14,105,1000000,3,1,1,39849,8
2138,304,41595,33173,8,3,1400,2,13,8,8,114,-2,7,2,63,790,1159,14,83,1000000,6,2,1,39905,13
2139,90,41595,33173,8,3,1400,2,4,2,4,126,0,26,10,73,34,1124,14,114,1000000,2,3,3,40133,1
2140,383,41595,33173,8,3,1400,2,11,10,22,120,0,1,9,67,400,1178,14,108,1000000,6,2,1,39483,7
2141,672,41595,33173,8,3,1400,2,10,13,10,120,-2,9,6,69,990,1095,14,101,1000000,4,2,1,39861,10
2142,524,41595,33173,8,3,1400,2,14,9,15,111,-2,18,20,60,990,1026,14,80,1000000,1,2,1,39748,12
2143,641,41595,33173,8,3,1400,2,3,1,3,128,0,1,21,75,31,1107,14,113,1000000,2,2,1,40113,4
2144,773,41595,33173,8,3,1400,2,6,5,11,123,-2,1,11,72,990,1151,14,80,1000000,3,1,5,39497,14
2145,745,41595,33173,8,3,1400,2,2,14,20,130,0,38,3,77,990,1134,14,96,1000000,2,1,1,40064,11
2146,101,41595,33173,8,3,1400,2,12,3,23,118,0,9,7,65,230,1037,14,99,1000000,3,2,1,39499,9
2147,110,41595,33173,8,3,1400,2,1,7,7,126,-7,9,15,80,160,1230,14,117,1000000,2,1,1,40057,6
2148,319,41595,33174,8,2,1200,2,11,5,23,121,0,26,16,84,660,1081,14,112,1400000,2,2,1,40058,9
2149,706,41595,33174,8,2,1200,2,14,3,21,118,0,220,16,81,31,1139,14,113,1400000,2,3,1,40060,5
2150,313,41595,33174,8,2,1200,2,4,8,7,120,-7,3,9,90,520,1149,14,116,1400000,3,2,4,39556,4
2151,753,41595,33174,8,2,1200,2,5,2,14,124,0,55,24,87,990,1027,14,82,1400000,6,3,1,40261,14
2152,882,41595,33174,8,2,1200,2,12,4,5,120,1,14,20,82,40,1076,14,0,1400000,2,2,3,40100,1
2153,615,41595,33174,8,2,1200,2,13,7,8,116,-2,14,9,81,990,1102,14,107,1400000,6,2,1,39186,11
2154,883,41595,33174,8,2,1200,2,3,9,18,131,0,14,16,94,290,1124,14,114,1400000,2,3,1,40075,6
2155,884,41595,33174,8,2,1200,2,8,11,16,123,0,1,20,86,260,1121,14,113,1400000,1,2,3,40103,3
2156,885,41595,33174,8,2,1200,2,6,14,11,122,-2,9,15,87,990,1105,14,0,1400000,6,2,5,40228,10
2157,784,41595,33174,8,2,1200,2,10,1,1,121,-2,1,22,86,990,1069,14,93,1400000,3,2,1,40251,13
2158,582,41595,33174,8,2,1200,2,9,12,24,123,0,13,21,86,630,1032,14,107,1400000,2,4,1,40100,12
2159,310,41595,33174,8,2,1200,2,2,6,20,132,0,1,6,95,130,1140,14,115,1400000,1,2,4,39701,7
2160,886,41595,33174,8,2,1200,2,1,13,3,133,0,1,10,96,41,1113,14,116,1400000,1,2,3,39681,8
2161,570,41595,33174,8,2,1200,2,7,10,4,124,0,1,7,87,51,1158,14,119,1400000,1,2,1,39720,2
2162,539,41598,33175,4,5,1200,1,8,9,22,124,0,6,1,27,130,1056,12,102,550000,1,3,1,39411,6
2163,131,41598,33175,4,5,1200,1,11,3,11,116,-2,6,11,21,140,1233,12,100,550000,2,2,1,39007,7
2164,584,41598,33175,4,5,1200,1,6,8,3,130,0,7,6,33,81,1033,12,100,550000,1,1,1,39385,2
2165,685,41598,33175,4,5,0,1,10,7,12,122,0,1,2,0,0,1132,12,0,550000,1,3,1,39744,12
2166,127,41598,33175,4,5,1200,1,3,2,5,132,0,19,23,35,34,1034,12,0,550000,3,2,1,39875,9
2167,887,41598,33175,4,5,1200,1,4,6,24,131,0,1,12,34,98,1001,12,102,550000,2,8,8,40119,4
2168,147,41598,33175,4,5,1200,1,5,12,19,129,-2,78,20,34,290,1160,12,100,550000,1,2,1,39734,3
2169,716,41598,33175,4,5,1200,1,2,5,9,133,0,7,17,36,410,1136,12,92,550000,3,3,1,39182,11
2170,149,41598,33175,4,5,1200,1,1,4,1,131,-2,37,24,36,98,1084,12,99,550000,3,2,1,38810,8
2171,14,41598,33175,4,5,1200,1,9,11,23,124,0,61,14,27,120,1150,12,93,550000,2,1,1,39717,10
2172,592,41598,33175,4,5,1200,1,7,1,6,123,-2,13,22,28,37,1048,12,104,550000,6,2,1,39116,1
2173,820,41598,33176,4,4,1000,1,6,9,22,127,0,77,9,52,990,1131,12,98,725000,2,2,1,40062,9
2174,888,41598,33176,4,4,1000,1,7,4,19,125,-2,1,18,52,440,1008,12,78,725000,2,2,1,40469,11
2175,830,41598,33176,4,4,1000,1,12,6,15,113,-2,1,23,40,540,1035,12,83,725000,2,1,1,39314,8
2176,481,41598,33176,4,4,1000,1,10,1,10,120,-2,9,15,47,310,1088,12,97,725000,2,2,1,40072,3
2177,148,41598,33176,4,4,1000,1,2,2,16,132,0,7,6,57,140,1118,12,0,725000,3,2,1,39528,4
2178,555,41598,33176,4,4,1000,1,1,3,2,133,0,38,10,58,18,1162,12,111,725000,1,1,3,40083,1
2179,765,41598,33176,4,4,1000,1,5,8,5,129,0,3,20,54,65,1085,12,98,725000,6,2,1,39891,5
2180,187,41598,33176,4,4,1000,1,3,5,9,132,0,7,17,57,490,1225,12,77,725000,1,3,1,39408,12
2181,353,41598,33176,4,4,1000,1,11,10,11,114,-2,1,21,41,510,1168,12,86,725000,1,2,1,40123,7
2182,410,41598,33176,4,4,1000,1,9,12,20,125,0,3,3,50,89,1205,12,103,725000,1,3,1,39696,6
2183,414,41598,33176,4,4,1000,1,8,7,3,126,0,3,14,51,45,1121,12,100,725000,2,1,1,39709,2
2184,367,41598,33176,4,4,1000,1,4,11,8,128,-2,1,1,55,990,1062,12,88,725000,1,2,1,40073,10
2185,417,41598,33177,4,4,1200,1,7,12,10,121,-2,7,15,50,55,1109,12,105,725000,2,3,1,40084,3
2186,889,41598,33177,4,4,1200,1,6,9,13,118,-5,3,1,50,990,1047,12,102,725000,2,2,1,39704,9
2187,416,41598,33177,4,4,1200,1,2,6,9,131,0,18,22,58,67,1163,12,105,725000,2,3,1,40065,1
2188,170,41598,33177,4,4,1200,1,12,1,11,112,1,1,12,40,100,1087,12,93,725000,1,2,1,39349,7
2189,340,41598,33177,4,4,1200,1,1,7,5,133,0,3,6,60,41,1055,12,96,725000,3,2,1,39913,5
2190,123,41598,33177,4,4,1200,1,10,10,3,120,0,1,3,47,78,1118,12,94,725000,1,1,1,38970,11
2191,262,41598,33177,4,4,1200,1,11,4,23,117,1,40,9,43,470,1050,12,99,725000,2,2,1,39762,2
2192,21,41598,33177,4,4,1200,1,5,5,8,122,-2,13,11,51,730,1048,12,96,725000,1,3,1,39724,10
2193,890,41598,33177,4,4,1200,1,8,8,1,121,-2,7,18,50,70,1094,12,96,725000,2,3,1,39739,6
2194,604,41598,33177,4,4,1200,1,9,11,16,122,0,221,19,49,63,1172,12,98,725000,1,3,1,39734,8
2195,263,41598,33177,4,4,1200,1,3,2,6,129,-2,21,5,58,150,1079,12,102,725000,4,3,1,39866,4
2196,178,41598,33177,4,4,1200,1,4,3,19,122,-2,9,23,51,940,1184,12,94,725000,1,2,1,39732,12
2197,202,41598,33178,4,4,1650,1,1,2,3,132,0,43,14,59,60,1037,12,105,725000,1,2,1,39698,8
2198,431,41598,33178,4,4,1650,1,8,11,20,120,0,222,1,47,300,1049,12,101,725000,2,3,1,39702,6
2199,629,41598,33178,4,4,1650,1,11,9,11,115,-2,32,23,44,89,976,12,103,725000,1,3,1,39696,11
2200,45,41598,33178,4,4,1650,1,10,4,7,112,-7,3,9,46,380,1039,12,107,725000,3,2,1,39477,5
2201,157,41598,33178,4,4,1650,1,6,12,24,125,0,30,18,52,360,1130,12,103,725000,3,2,1,38472,10
2202,412,41598,33178,4,4,1650,1,12,1,12,114,0,7,12,41,78,1212,12,92,725000,1,3,1,38630,12
2203,359,41598,33178,4,4,1650,1,3,3,16,127,0,3,17,54,27,1103,12,112,725000,1,2,1,40089,1
2204,690,41598,33178,4,4,1650,1,9,7,5,120,0,126,22,47,66,1144,12,108,725000,2,2,1,39366,2
2205,631,41598,33178,4,4,1650,1,4,6,2,127,0,94,3,54,140,1110,12,111,725000,1,1,1,39753,3
2206,261,41598,33178,4,4,1650,1,5,5,15,124,-2,9,20,53,970,1079,12,105,725000,1,2,1,39765,9
2207,274,41598,33178,4,4,1650,1,7,8,4,125,0,7,10,52,110,1150,12,104,725000,2,2,3,40075,7
2208,736,41598,33178,4,4,1650,1,2,10,23,129,0,1,13,56,270,1042,12,111,725000,3,2,1,39158,4
2209,275,41598,33179,4,4,1650,1,7,2,2,126,0,9,13,53,49,1099,12,103,725000,6,2,1,39895,6
2210,619,41598,33179,4,4,1650,1,5,9,19,126,-2,1,21,55,990,1084,12,101,725000,2,2,1,39006,10
2211,448,41598,33179,4,4,1650,1,2,5,22,132,0,22,4,59,100,1071,12,107,725000,4,5,1,39480,4
2212,689,41598,33179,4,4,1650,1,8,8,8,118,-2,1,1,47,250,1149,12,96,725000,1,2,1,38633,11
2213,17,41598,33179,4,4,1650,1,3,1,4,131,0,32,10,58,29,1029,12,103,725000,2,1,3,40095,5
2214,160,41598,33179,4,4,1650,1,9,11,10,117,-2,7,6,46,580,995,12,106,725000,6,3,1,39870,1
2215,154,41598,33179,4,4,1650,1,6,3,16,128,0,47,20,55,53,1103,12,105,725000,1,2,1,39737,3
2216,694,41598,33179,4,4,1650,1,4,12,3,129,0,1,3,56,160,1164,12,97,725000,1,2,1,39386,8
2217,598,41598,33179,4,4,1650,1,11,4,18,118,1,45,24,44,270,1083,12,100,725000,4,2,1,38836,9
2218,208,41598,33179,4,4,1650,1,1,10,23,133,0,3,7,60,140,1208,12,103,725000,1,2,1,39355,12
2219,630,41598,33179,4,4,1650,1,12,7,11,113,-2,64,22,42,200,1151,12,105,725000,1,2,1,40052,2
2220,255,41598,33179,4,4,1650,1,10,6,6,115,-2,32,17,44,96,1065,12,101,725000,2,2,1,39707,7
2221,389,41598,33180,4,3,1200,1,2,4,7,122,-7,3,20,75,50,1175,12,112,1000000,3,2,1,39888,5
2222,828,41598,33180,4,3,1200,1,4,3,11,121,-2,9,6,69,430,1123,12,110,1000000,1,2,1,40123,6
2223,891,41598,33180,4,3,1200,1,7,8,8,118,-2,1,5,66,990,1127,12,77,1000000,1,2,1,39753,12
2224,386,41598,33180,4,3,1200,1,12,7,6,114,-2,16,17,62,390,1077,12,108,1000000,1,2,1,38961,9
2225,312,41598,33180,4,3,1200,1,1,10,5,133,0,9,13,79,120,1120,12,111,1000000,1,4,1,40049,2
2226,176,41598,33180,4,3,1200,1,11,12,1,114,-2,29,18,62,160,1118,12,107,1000000,2,2,1,39325,4
2227,180,41598,33180,4,3,1200,1,10,5,19,115,-2,21,14,63,690,1081,12,93,1000000,1,1,1,38995,11
2228,705,41598,33180,4,3,1200,1,8,1,12,120,0,1,9,66,80,1086,12,109,1000000,1,5,3,40087,3
2229,437,41598,33180,4,3,1200,1,3,6,16,126,0,37,19,72,76,1113,12,103,1000000,1,2,1,39725,10
2230,371,41598,33180,4,3,1200,1,9,9,4,119,0,13,7,65,260,1128,12,105,1000000,1,3,1,40080,8
2231,189,41598,33180,4,3,1200,1,6,11,3,121,0,9,12,67,56,1067,12,111,1000000,1,2,1,39712,7
2232,248,41598,33180,4,3,1200,1,5,2,10,121,-2,9,15,69,30,1165,12,0,1000000,2,2,1,39770,1
2233,711,41598,33181,4,3,1650,1,4,12,20,131,0,1,2,77,210,1057,12,112,1000000,3,2,1,39173,3
2234,439,41598,33181,4,3,1650,1,5,6,3,126,0,9,10,72,62,1058,12,112,1000000,2,2,1,40082,6
2235,575,41598,33181,4,3,1650,1,11,8,23,117,0,37,19,63,31,1183,12,112,1000000,2,1,1,40127,1
2236,811,41598,33181,4,3,1650,1,2,5,10,130,-2,9,15,78,230,1053,12,111,1000000,7,2,1,39879,8
2237,892,41598,33181,4,3,1650,1,10,11,4,118,0,223,24,64,820,1180,12,96,1000000,3,2,1,39183,12
2238,434,41598,33181,4,3,1650,1,9,9,5,120,0,9,20,66,60,1073,12,114,1000000,2,2,1,39716,4
2239,253,41598,33181,4,3,1650,1,12,10,7,110,-7,9,22,63,750,1272,12,97,1000000,2,5,1,38956,11
2240,109,41598,33181,4,3,1650,1,1,2,13,128,-5,9,13,79,450,1173,12,107,1000000,1,2,1,39771,9
2241,203,41598,33181,4,3,1650,1,6,4,19,122,-2,9,3,70,120,1139,12,108,1000000,3,5,1,39484,5
2242,286,41598,33181,4,3,1650,1,8,7,2,121,0,3,18,67,43,1066,12,114,1000000,2,2,1,39690,2
2243,522,41598,33181,4,3,1650,1,3,1,16,132,0,32,17,78,180,1061,12,106,1000000,1,2,1,39321,10
2244,391,41598,33181,4,3,1650,1,7,3,12,123,0,3,23,69,160,1128,12,109,1000000,2,3,1,39323,7
2245,210,41598,33182,4,2,1650,1,7,8,5,122,0,1,18,87,19,1209,12,114,1400000,6,2,1,39839,9
2246,644,41598,33182,4,2,1650,1,3,2,6,129,-2,45,14,96,120,1080,12,114,1400000,6,3,1,39184,4
2247,848,41598,33182,4,2,1650,1,4,12,20,127,0,1,20,92,430,1110,12,106,1400000,2,3,1,40063,11
2248,893,41598,33182,4,2,1650,1,1,10,16,133,0,1,10,98,290,1115,12,120,1400000,1,3,3,39722,5
2249,401,41598,33182,4,2,1650,1,2,1,2,133,0,1,8,98,140,1030,12,122,1400000,7,2,1,38812,1
2250,613,41598,33182,4,2,1650,1,10,3,4,117,0,6,7,82,140,1161,12,112,1400000,1,2,1,39760,7
2251,681,41598,33182,4,2,1650,1,6,4,24,124,0,3,21,89,89,1075,12,0,1400000,2,1,1,39001,8
2252,396,41598,33182,4,2,1650,1,11,5,19,115,-2,3,9,82,280,1099,12,0,1400000,1,3,1,39022,6
2253,213,41598,33182,4,2,1650,1,12,6,11,114,-2,9,15,81,65,1036,12,117,1400000,1,3,1,40092,3
2254,780,41598,33182,4,2,1650,1,9,11,23,119,0,224,16,84,300,1042,12,114,1400000,3,2,1,39917,2
2255,405,41598,33182,4,2,1650,1,8,7,3,122,0,42,13,87,120,1059,12,86,1400000,6,2,1,39477,12
2256,794,41602,33183,9,4,1000,2,8,6,11,122,-2,99,6,52,990,1171,14,96,725000,1,2,1,40428,10
2257,803,41602,33183,9,4,1000,2,11,1,22,124,0,1,8,52,990,1108,14,0,725000,1,2,1,40422,14
2258,894,41602,33183,9,4,1000,2,6,8,5,124,0,58,1,52,24,1115,14,112,725000,1,2,1,40456,1
2259,895,41602,33183,9,4,1000,2,12,5,24,124,0,126,6,52,810,1202,14,104,725000,1,2,1,39740,7
2260,838,41602,33183,9,4,1000,2,4,11,15,126,-2,1,3,56,990,1104,14,77,725000,1,2,3,39752,12
2261,896,41602,33183,9,4,1000,2,9,4,4,124,0,1,7,52,210,1121,14,101,725000,2,2,1,40476,4
2262,897,41602,33183,9,4,1000,2,3,2,3,129,0,3,3,57,76,1082,14,101,725000,2,2,1,39333,8
2263,856,41602,33183,9,4,1000,2,14,14,8,111,-2,22,3,41,590,1062,14,92,725000,1,3,1,37940,5
2264,898,41602,33183,9,4,1000,2,7,13,6,122,-2,1,5,52,440,1138,14,110,725000,1,2,1,40079,3
2265,474,41602,33183,9,4,1000,2,2,10,2,129,0,38,22,57,38,1192,14,112,725000,2,2,1,39732,1
2266,182,41602,33183,9,4,1000,2,5,9,13,123,-5,1,13,56,990,1124,14,66,725000,1,2,3,39701,13
2267,476,41602,33183,9,4,1000,2,1,3,16,131,0,1,6,59,43,1109,14,112,725000,2,2,3,40431,6
2268,899,41602,33183,9,4,1000,2,10,12,18,124,0,23,4,52,210,1111,14,92,725000,2,2,1,40055,9
2269,477,41602,33183,9,4,1000,2,13,7,1,119,-2,1,18,49,990,1129,14,84,725000,2,2,1,40082,11
2270,790,41602,33184,9,4,1200,2,7,7,19,124,-2,1,20,52,430,1167,12,99,725000,1,2,1,40503,10
2271,327,41602,33184,9,4,1200,2,3,4,9,132,0,3,19,58,170,1303,12,100,725000,1,2,1,38275,8
2272,697,41602,33184,9,4,1200,2,10,3,20,124,0,1,18,50,74,1176,12,95,725000,2,2,1,40410,9
2273,69,41602,33184,9,4,1200,2,5,11,10,126,-2,7,15,54,32,1122,12,112,725000,2,4,1,39701,2
2274,572,41602,33184,9,4,1200,2,2,8,7,126,-7,1,22,59,970,1002,12,109,725000,2,2,1,39732,7
2275,484,41602,33184,9,4,1200,2,11,2,5,123,0,9,13,49,55,1071,12,109,725000,1,2,1,40082,3
2276,900,41602,33184,9,4,1200,2,9,1,22,124,0,30,16,50,200,1167,12,103,725000,2,1,3,40478,6
2277,901,41602,33184,9,4,1200,2,6,6,2,126,0,23,23,52,150,1184,12,115,725000,2,2,1,40122,1
2278,440,41602,33184,9,4,1200,2,1,9,3,133,0,1,5,59,47,1123,12,110,725000,1,1,1,39780,4
2279,482,41602,33184,9,4,1200,2,4,12,24,129,0,214,21,55,260,1165,12,98,725000,2,2,1,39707,12
2280,902,41602,33184,9,4,1200,2,8,10,23,126,0,215,9,52,640,1141,12,100,725000,1,2,1,40100,11
2281,62,41602,33184,9,4,1200,2,12,5,1,119,-2,26,11,47,84,1071,12,105,725000,1,2,1,38274,5
2282,314,41602,33185,9,3,1200,2,1,12,20,133,0,54,15,76,790,1099,12,97,1000000,5,2,1,40073,10
2283,250,41602,33185,9,3,1200,2,2,5,22,133,0,220,16,76,130,1115,12,110,1000000,6,2,1,39497,7
2284,903,41602,33185,9,3,1200,2,8,6,15,122,-2,1,23,67,990,1206,12,95,1000000,1,1,1,40077,11
2285,806,41602,33185,9,3,1200,2,11,3,12,118,0,1,2,61,390,1076,12,114,1000000,1,2,1,39366,4
2286,640,41602,33185,9,3,1200,2,3,2,5,132,0,45,20,75,150,1190,12,112,1000000,1,3,1,39763,6
2287,904,41602,33185,9,3,1200,2,7,11,3,124,0,1,21,67,71,1039,12,110,1000000,2,1,1,40091,3
2288,905,41602,33185,9,3,1200,2,6,10,11,124,-2,1,1,69,71,1134,12,110,1000000,1,2,1,40051,8
2289,906,41602,33185,9,3,1200,2,5,8,6,126,-2,1,12,71,990,1069,12,94,1000000,1,3,1,40433,12
2290,179,41602,33185,9,3,1200,2,9,4,23,122,0,1,13,65,160,1022,12,111,1000000,2,2,1,40047,5
2291,181,41602,33185,9,3,1200,2,10,9,4,121,0,9,7,64,540,1150,12,108,1000000,6,2,1,40263,2
2292,835,41602,33185,9,3,1200,2,12,1,10,116,-2,1,10,61,15,1060,12,112,1000000,2,3,1,40047,1
2293,907,41602,33185,9,3,1200,2,4,7,16,130,0,1,17,73,620,1092,12,105,1000000,3,2,3,40252,9
2294,798,41602,33186,9,5,1400,2,6,5,20,129,0,7,23,35,52,1181,14,105,550000,1,2,1,39760,1
2295,174,41602,33186,9,5,1400,2,3,14,3,133,0,7,6,39,100,1097,14,102,550000,1,2,1,39727,8
2296,38,41602,33186,9,5,1400,2,11,6,6,116,-2,225,19,24,370,1159,14,0,550000,6,2,1,39892,14
2297,425,41602,33186,9,5,1400,2,5,8,22,130,0,37,24,36,260,1161,14,100,550000,6,2,3,39867,11
2298,130,41602,33186,9,5,1400,2,9,2,5,124,0,3,22,30,51,1292,14,105,550000,2,2,1,39026,2
2299,41,41602,33186,9,5,1400,2,8,9,4,126,0,1,12,32,68,1203,14,102,550000,1,3,1,39770,3
2300,42,41602,33186,9,5,1400,2,2,10,16,133,0,1,8,39,130,1058,14,101,550000,2,3,1,39725,6
2301,832,41602,33186,9,5,1400,2,4,7,11,130,-2,3,11,38,270,1116,14,95,550000,1,2,1,39748,13
2302,15,41602,33186,9,5,1400,2,1,3,7,126,-7,102,3,39,190,1054,14,102,550000,1,5,1,39697,5
2303,43,41602,33186,9,5,1400,2,10,13,24,122,0,9,20,28,270,1074,14,101,550000,1,2,1,39666,7
2304,122,41602,33186,9,5,1400,2,14,4,1,111,-2,31,7,18,690,1232,14,0,550000,2,2,1,39337,4
2305,833,41602,33186,9,5,1400,2,7,12,2,128,0,33,5,34,170,1017,14,101,550000,1,2,1,39722,10
2306,456,41602,33186,9,5,1400,2,12,1,19,115,-2,1,18,23,44,1163,14,93,550000,1,1,1,40099,12
2307,684,41602,33186,9,5,1400,2,13,11,10,113,-2,1,15,21,730,1042,14,98,550000,2,2,4,39691,9
2308,633,41602,33187,9,4,1600,2,2,9,2,132,0,3,17,55,600,1143,14,99,725000,2,2,1,39339,11
2309,166,41602,33187,9,4,1600,2,10,3,17,125,0,1,3,48,370,1094,14,101,725000,9,1,1,39334,12
2310,632,41602,33187,9,4,1600,2,1,10,5,133,0,64,16,56,20,1127,14,111,725000,2,2,1,40077,1
2311,550,41602,33187,9,4,1600,2,5,5,11,127,-2,7,23,52,69,1112,14,103,725000,2,2,1,39016,10
2312,6,41602,33187,9,4,1600,2,9,11,3,126,0,7,6,49,46,1093,14,105,725000,1,4,1,40103,3
2313,356,41602,33187,9,4,1600,2,8,4,13,121,-5,37,13,49,480,1138,14,108,725000,1,2,1,39315,2
2314,161,41602,33187,9,4,1600,2,14,8,1,115,-2,18,22,40,990,1108,14,103,725000,3,2,1,39205,6
2315,32,41602,33187,9,4,1600,2,11,13,19,117,-2,18,3,42,990,1098,14,103,725000,1,1,1,38665,7
2316,358,41602,33187,9,4,1600,2,3,14,6,129,-2,1,1,54,990,1088,14,102,725000,3,2,1,38093,14
2317,841,41602,33187,9,4,1600,2,6,7,22,129,0,165,9,52,620,1039,14,104,725000,1,2,5,40108,8
2318,432,41602,33187,9,4,1600,2,13,1,10,116,-2,9,14,41,470,1143,14,101,725000,1,2,1,39698,9
2319,46,41602,33187,9,4,1600,2,4,6,16,130,0,226,10,53,58,1045,14,106,725000,1,3,3,39769,5
2320,687,41602,33187,9,4,1600,2,12,12,8,116,-2,3,21,41,410,1083,14,101,725000,3,3,1,39540,4
2321,635,41602,33187,9,4,1600,2,7,2,20,127,0,1,21,50,310,1109,14,104,725000,4,2,1,39146,13
2322,39,41602,33188,9,4,1400,2,14,4,4,119,0,21,7,44,63,1086,14,104,725000,2,1,1,40092,3
2323,692,41602,33188,9,4,1400,2,8,2,23,128,0,7,18,53,450,1089,14,102,725000,1,3,1,38654,9
2324,65,41602,33188,9,4,1400,2,9,1,10,126,-2,195,14,53,110,1001,14,107,725000,4,2,1,39941,4
2325,461,41602,33188,9,4,1400,2,6,9,7,122,-7,1,2,54,260,968,14,107,725000,3,2,1,39885,6
2326,53,41602,33188,9,4,1400,2,7,6,3,128,0,7,6,53,61,1173,14,110,725000,2,2,1,39760,2
2327,467,41602,33188,9,4,1400,2,3,8,6,130,-2,58,5,57,870,1175,14,0,725000,1,3,3,39753,14
2328,908,41602,33188,9,4,1400,2,12,14,14,125,0,3,9,50,990,1158,14,101,725000,1,2,3,40119,12
2329,423,41602,33188,9,4,1400,2,11,10,1,125,-2,96,22,52,130,1132,14,105,725000,1,2,1,40095,5
2330,679,41602,33188,9,4,1400,2,1,13,19,131,-2,227,3,58,680,1102,14,100,725000,3,2,1,39199,11
2331,58,41602,33188,9,4,1400,2,10,3,13,123,-5,18,13,53,100,1156,14,107,725000,1,1,4,39749,7
2332,288,41602,33188,9,4,1400,2,2,5,5,132,0,1,1,57,34,1100,14,112,725000,1,2,1,40131,1
2333,909,41602,33188,9,4,1400,2,13,7,16,125,0,22,19,50,60,1220,14,106,725000,2,1,3,40094,8
2334,462,41602,33188,9,4,1400,2,4,11,18,132,0,3,16,57,480,1086,14,96,725000,6,2,1,40265,13
2335,167,41602,33188,9,4,1400,2,5,12,2,130,0,7,20,55,180,1122,14,107,725000,1,2,1,39762,10
2336,614,41602,33189,9,1,1600,2,7,2,5,122,0,7,20,98,650,1124,10,102,2000000,2,2,1,39370,9
2337,296,41602,33189,9,1,1600,2,3,9,14,129,0,18,6,105,990,1094,10,104,2000000,2,2,1,38949,7
2338,289,41602,33189,9,1,1600,2,5,7,16,124,0,32,17,100,59,1091,10,112,2000000,3,2,1,39178,5
2339,508,41602,33189,9,1,1600,2,6,5,22,123,0,1,24,99,790,1154,10,108,2000000,4,5,6,39138,6
2340,293,41602,33189,9,1,1600,2,1,4,10,131,-2,9,15,109,170,1093,10,116,2000000,2,2,1,38953,4
2341,645,41602,33189,9,1,1600,2,2,3,4,129,0,1,16,105,32,1085,10,116,2000000,3,2,1,40254,1
2342,398,41602,33189,9,1,1600,2,10,8,6,114,-2,14,16,92,600,1175,10,110,2000000,6,2,1,39119,2
2343,755,41602,33189,9,1,1600,2,9,1,23,118,0,228,20,94,120,1207,10,103,2000000,1,2,1,38995,8
2344,292,41602,33189,9,1,1600,2,4,6,3,124,0,9,13,100,18,1185,10,111,2000000,1,2,1,40117,3
2345,392,41602,33190,9,3,1400,2,1,3,20,133,0,9,13,80,140,1047,14,111,1000000,6,2,1,39851,7
2346,815,41602,33190,9,3,1400,2,3,5,11,127,-2,17,6,76,990,987,14,107,1000000,3,2,1,40250,8
2347,737,41602,33190,9,3,1400,2,6,13,3,125,0,9,10,72,14,1173,14,116,1000000,2,2,1,40459,2
2348,638,41602,33190,9,3,1400,2,8,6,16,122,0,117,18,69,53,1095,14,113,1000000,2,2,1,40106,3
2349,814,41602,33190,9,3,1400,2,13,14,8,112,-2,30,5,61,990,1162,14,99,1000000,2,2,5,40084,12
2350,579,41602,33190,9,3,1400,2,2,8,5,133,0,9,2,80,250,1051,14,110,1000000,6,3,1,39929,10
